id,name,html_url,forks,stars,size,language,url,created_at,watchers,pull_requests,commits
47753356,2048,https://github.com/shwethasri/2048,0,0,370,JavaScript,https://api.github.com/repos/shwethasri/2048,2015-12-10T09:59:51Z,1,0,6
48021014,2048,https://github.com/CraftsmenTech/2048,0,0,1647,Java,https://api.github.com/repos/CraftsmenTech/2048,2015-12-15T05:11:54Z,1,0,2
48413952,2048,https://github.com/id0o0bi/2048,0,0,0,,https://api.github.com/repos/id0o0bi/2048,2015-12-22T06:12:07Z,1,0,-1
48114002,2048,https://github.com/Sambo9/2048,0,1,12,JavaScript,https://api.github.com/repos/Sambo9/2048,2015-12-16T14:07:32Z,2,0,19
48476177,2048,https://github.com/VIP116/2048,0,0,0,,https://api.github.com/repos/VIP116/2048,2015-12-23T07:27:55Z,1,0,-1
48432641,2048,https://github.com/hyeonjae/2048,0,0,1,Python,https://api.github.com/repos/hyeonjae/2048,2015-12-22T13:13:13Z,1,0,2
40803397,2048,https://github.com/IvanBisultanov/2048,0,0,95,JavaScript,https://api.github.com/repos/IvanBisultanov/2048,2015-08-16T07:52:06Z,1,0,3
49727108,2048,https://github.com/aacarr5/2048,0,0,40,JavaScript,https://api.github.com/repos/aacarr5/2048,2016-01-15T15:27:18Z,0,0,3
47257724,2048,https://github.com/Toonw/2048,0,0,23,Python,https://api.github.com/repos/Toonw/2048,2015-12-02T11:49:57Z,1,0,19
47541762,2048,https://github.com/binodnme/2048,1,1,8,JavaScript,https://api.github.com/repos/binodnme/2048,2015-12-07T09:17:38Z,1,0,8
47998869,2048,https://github.com/Emtermea/2048,0,0,23,C,https://api.github.com/repos/Emtermea/2048,2015-12-14T20:17:10Z,1,0,2
27959987,2048,https://github.com/bilal-kilic/2048,0,0,14,Pascal,https://api.github.com/repos/bilal-kilic/2048,2014-12-13T12:28:28Z,1,0,16
47806887,2048,https://github.com/mie00/2048,1,0,21,JavaScript,https://api.github.com/repos/mie00/2048,2015-12-11T05:22:32Z,1,0,17
